calories,carbohydrates,cholesterol,cook_time,course,cuisine,description,fat,fiber,full_name,image_url,ingredient_count,ingredients,instructions,monounsaturated_fat,notes,polyunsaturated_fat,potassium,prep_time,protein,recipe_id,saturated_fat,serving,sodium,sugar,title,dairy_free,gluten_free
120,4.0,21.0,,Appetizer,American," has everything you love about a blue cheese stuffed dirty martini but in dip form. This creamy appetizer is great for parties, special events or when you want a dirty martini with more protein and no tini. ",8.0,,High Protein Blue Cheese Stuffed Dirty Martini Dip,https://ohsnapmacros.com/wp-content/uploads/2024/11/Dirtymartinidip10-300x300.jpg,8,"[{'amount': '2', 'unit': 'cups', 'name': 'low-fat cottage cheese', 'notes': '440g'}, {'amount': '4', 'unit': 'oz.', 'name': 'less fat cream cheese', 'notes': 'softened '}, {'amount': '1/4', 'unit': 'cup', 'name': 'non-fat plain greek yogurt', 'notes': '56g'}, {'amount': '1/4', 'unit': 'tsp.', 'name': 'garlic', 'notes': None}, {'amount': None, 'unit': None, 'name': 'fresh black pepper', 'notes': None}, {'amount': '3', 'unit': 'Tbsp.', 'name': 'green olive juice', 'notes': None}, {'amount': '1', 'unit': 'cup', 'name': 'pimento-stuffed green olives, chopped', 'notes': '5.75 oz container'}, {'amount': '2', 'unit': 'oz.', 'name': 'blue cheese crumbles ', 'notes': None}]","In a medium mixing bowl combine the cottage cheese, softened cream cheese, greek yogurt, garlic powder, pepper and olive juice. Mix to combine until the cream cheese is fully combined into the mixture and no chunks remain. (See note below on blending.),Fold in the chopped green olives and blue cheese. Transfer to a sealable container and store in the fridge overnight or at least 4 hours. This allows the flavors to meld and the dip to thicken.,When ready to serve, transfer mixture to a serving bowl and top with additional green olives for garnish and blue cheese crumbles. Serve with pita chips, veggies and/or wheat thins. ",,,,52.0,10.0,10.0,54287,3.0,8,617.0,2.0,Dirty Martini Dip,0,1
299,21.0,9.0,,"Salad, Side Dish",American,"This , makes the perfect side dish to your dinner party or holiday meal. It's an elegant salad with the perfect combination of flavors and textures from peppery arugula, crisp pears, crunchy walnuts and creamy feta cheese. It comes together quickly and is a perfect dish for special occasions. ",22.0,5.0,Rocket Fennel and Pear Salad,https://ohsnapmacros.com/wp-content/uploads/2024/10/rocketpearsalad-300x300.jpg,12,"[{'amount': '6', 'unit': 'cups', 'name': 'spring mix with arugula (rocket salad)', 'notes': None}, {'amount': '1', 'unit': 'medium', 'name': 'ripe pear', 'notes': None}, {'amount': '1', 'unit': None, 'name': 'shallot, thinly sliced', 'notes': None}, {'amount': '1/3', 'unit': 'cup', 'name': 'feta cheese, crumbled', 'notes': None}, {'amount': '1/3', 'unit': 'cup', 'name': 'walnuts, chopped', 'notes': None}, {'amount': '1', 'unit': None, 'name': 'fennel bulb, thinly sliced ', 'notes': None}, {'amount': '1/3', 'unit': 'cup', 'name': 'olive oil', 'notes': None}, {'amount': '1/4', 'unit': 'cup', 'name': 'apple cider vinegar', 'notes': None}, {'amount': '1', 'unit': 'tsp.', 'name': 'dijon mustard', 'notes': None}, {'amount': '1', 'unit': 'Tbsp.', 'name': 'honey', 'notes': None}, {'amount': '1/4', 'unit': 'tsp.', 'name': 'sea salt', 'notes': None}, {'amount': '1/4', 'unit': 'tsp.', 'name': 'black pepper', 'notes': None}]","To prepare the dressing, add all dressing ingredients (olive oil, apple cider vinegar, dijon mustard, honey, sea salt, black pepper) to a small jar. Secure lid onto the jar and shake well until all of the ingredients are combined. Set aside.,Thinly slice pears, set aside. Add mixed greens to a large serving dish. Add pears, shallots, feta cheese, walnuts and fennel on top.,Generously pour dressing over the top of the salad. Gently toss salad ingredients with the dressing until everything is evenly coated. Serve immediately. ",11.0,,5.0,350.0,15.0,6.0,53489,4.0,5,202.0,12.0,Rocket Pear Salad,0,1
146,11.0,15.0,0.0,Appetizer,American,"This sweet and spicy , ,is the perfect appetizer. Made with feta cheese, cottage cheese, simple spices and a drizzle of hot honey, this creamy appetizer is perfectly paired with pita chips, veggies or as a spread on a sandwich.",8.0,,Sweet Heat Whipped Feta Dip with Cottage Cheese,https://ohsnapmacros.com/wp-content/uploads/2024/10/fetadip-10-300x300.jpg,12,"[{'amount': '8', 'unit': 'oz.', 'name': 'feta cheese, block or crumbled ', 'notes': 'full fat '}, {'amount': '1/3', 'unit': 'cup', 'name': 'low fat cottage cheese (drain excess water, if needed)', 'notes': '88g'}, {'amount': '2', 'unit': 'Tbsp.', 'name': 'lemon juice', 'notes': None}, {'amount': '2', 'unit': 'Tbsp.', 'name': 'olive oil', 'notes': None}, {'amount': '1/4', 'unit': 'tsp.', 'name': 'sea salt', 'notes': None}, {'amount': '1/4', 'unit': 'tsp.', 'name': 'black pepper', 'notes': None}, {'amount': '1', 'unit': 'Tbsp. ', 'name': 'milk ', 'notes': 'any milk works! '}, {'amount': '4', 'unit': 'Tbsp.', 'name': 'hot honey', 'notes': None}, {'amount': '1', 'unit': 'Tbsp.', 'name': 'chopped chives', 'notes': None}, {'amount': '1/4', 'unit': 'tsp.', 'name': 'crushed red pepper flakes', 'notes': None}, {'amount': '1/4', 'unit': 'tsp.', 'name': 'black pepper', 'notes': None}, {'amount': '1/4', 'unit': 'tsp.', 'name': 'black sesame seeds', 'notes': None}]","Add the feta, cottage cheese, lemon juice, olive oil, sea salt and black pepper to a food processor. Blend for 5 minutes until fully combined and smooth. Add the milk and blend again for another 3-5 minutes. This will help get that final smooth whip we want. ,Place the dip in the refridgerator to set for 2 hours prior to serving. The longer the better so it can thicken. ,Once thickened, pour the feta mixture into a serving dish.,Drizzle the hot honey over the whipped feta and sprinkle the chives, red pepper flakes, sesame seeds and black pepper on top. ",,,2.0,6.0,10.0,7.0,52905,4.0,8,341.0,8.0,Whipped Feta Dip,0,1
327,26.0,5.0,35.0,Side Dish,American,"A nutrient powerhouse, this , is one to add to your holiday or meal prep menu. It's loaded with crispy quinoa, fresh roasted kale, feta cheese and peptias and topped with a creamy lemon dressing that wraps this delicious salad with a bow.  ",24.0,6.0,Crispy Quinoa Kale and Apple Salad with Chili Oil,https://ohsnapmacros.com/wp-content/uploads/2024/10/crispyquinoakalesalad-20-300x300.jpg,19,"[{'amount': '1', 'unit': 'cup', 'name': 'cooked and cooled quinoa', 'notes': None}, {'amount': '2', 'unit': 'Tbsp. ', 'name': 'chili oil ', 'notes': '*'}, {'amount': '1/2', 'unit': 'tsp. ', 'name': 'salt', 'notes': None}, {'amount': '1/2', 'unit': 'tsp.', 'name': 'ground cinnamon', 'notes': None}, {'amount': '8 ', 'unit': 'cups', 'name': 'roughly chopped kale', 'notes': 'ribs removed'}, {'amount': '1', 'unit': 'Tbsp. ', 'name': 'extra virgin olive oil', 'notes': None}, {'amount': '1/2', 'unit': 'tsp.', 'name': 'salt', 'notes': None}, {'amount': '1/4', 'unit': 'tsp.', 'name': 'black pepper', 'notes': None}, {'amount': '1', 'unit': None, 'name': 'avocado ', 'notes': 'peeled and sliced thin'}, {'amount': '1', 'unit': 'small', 'name': 'shallot', 'notes': 'thily sliced '}, {'amount': '1', 'unit': 'small', 'name': 'apple', 'notes': 'thinly sliced'}, {'amount': '1/4', 'unit': 'cup', 'name': 'dried cranberries', 'notes': None}, {'amount': '1/4', 'unit': 'cup', 'name': 'pepitas', 'notes': 'pumpkin seeds'}, {'amount': '3', 'unit': 'Tbsp. ', 'name': 'feta cheese, crumbled', 'notes': None}, {'amount': '2', 'unit': 'Tbsp.', 'name': 'extra virgin olive oil', 'notes': None}, {'amount': '1', 'unit': 'Tbsp.', 'name': 'balsamic glaze', 'notes': '**'}, {'amount': '1', 'unit': None, 'name': 'lemon, juiced', 'notes': None}, {'amount': '1/4', 'unit': 'tsp.', 'name': 'salt', 'notes': None}, {'amount': '1/8', 'unit': 'tsp.', 'name': 'black pepper ', 'notes': None}]","Preheat the oven to 400 degrees Fahrenheit. Line two rimmed baking sheets with parchment paper.,Spread the quinoa on the first baking sheet and toss with 2 tablespoons chili oil, 1/2 teaspoon salt, and 1/8 teaspoon ground cinnamon. Roast in the preheated oven for 15 minutes. Stir and shake the pan, then return to the oven for another 5 to 10 minutes, until golden brown. Set aside to cool.,Toss the kale leaves with 1 tbsp. olive oil, 1/2 teaspoon salt, and 1/4 teaspoon black pepper. Transfer to the second baking sheet and arrange in a single layer. Add to the oven when the quinoa is nearly done and roast for 8 to 10 minutes, stirring once, until softened and crisped.***,Prepare the salad dressing by whisking all the ingredients together until emulsified.,Assemble the salad by transferring the kale to a large serving bowl and topping it with avocado, shallot, apple, cranberries, pepitas, and feta. Drizzle the dressing over the salad and top with the crispy quinoa. Mix and serve immediately.",,,,460.0,10.0,6.0,53739,4.0,5,110.0,11.0,Crispy Quinoa Kale Salad,0,1
228,34.0,4.0,,Main Course,American,"This higher protein , is silky, light and full of fall flavors. Made with roasted vegetables, herbs and spices this , soup packs a punch of cream with cottage cheese for protein and richness. It's a wonderful easy recipe that's both simple and satisfying. ",4.4,3.0,Roasted Garlic Butternut Squash and Red Pepper Soup (13g protein),https://ohsnapmacros.com/wp-content/uploads/2024/10/butternutsquashsoup-300x300.jpg,14,"[{'amount': '2', 'unit': None, 'name': 'red bell peppers ', 'notes': ""chopped, 2' pieces""}, {'amount': '20', 'unit': 'oz.', 'name': 'frozen cubed butternut squash', 'notes': 'or fresh'}, {'amount': '6', 'unit': 'small', 'name': ' garlic cloves ', 'notes': 'peeled'}, {'amount': '1', 'unit': 'Tbsp.', 'name': 'olive oil', 'notes': None}, {'amount': '1', 'unit': 'tsp.', 'name': 'salt', 'notes': None}, {'amount': None, 'unit': None, 'name': 'fresh cracked black pepper', 'notes': None}, {'amount': '4', 'unit': 'cups', 'name': 'chicken bone broth', 'notes': '32 oz'}, {'amount': '1/2', 'unit': 'cup', 'name': 'low-fat cottage cheese', 'notes': '110g'}, {'amount': '1', 'unit': 'tsp.', 'name': 'salt', 'notes': None}, {'amount': '1', 'unit': 'tsp.', 'name': 'onion powder', 'notes': None}, {'amount': '1-2', 'unit': 'tsp.', 'name': 'garlic powder', 'notes': '*see notes'}, {'amount': '1/2', 'unit': 'tsp.', 'name': 'ground ginger', 'notes': None}, {'amount': '2', 'unit': 'Tbsp.', 'name': None, 'notes': None}, {'amount': None, 'unit': None, 'name': 'fresh cracked pepper', 'notes': None}]","Preheat the oven to 400 degrees fahrenheit. Add the bell peppers, butternut squash and garlic to a large sheet pan. Drizzle the olive oil, salt and pepper over the top and mix to combine and coat. Roast in the oven for 40-45 minutes or until the bell peppers are nice and chared and soft. ,Remove the peppers and squash from the oven and scoop into a large high speed blender. Add 1 cup bone broth and the cottage cheese and blend for approximately 5 minutes or until everything is smooth and well blended.,Over medium heat, add the blended peppers and squash to a large dutch oven or soup pot. Pour 2 cups of the broth into the blender and swish around, this is how you’ll get all the blended mixture out, and pour into the dutch oven. ,Add the remaining broth, salt, onion powder, garlic powder, ginger, coconut aminos and lots of fresh cracked pepper. Bring to a simmer and simmer until it’s warmed through while whisking to ensure the mixture incorporates into the broth. ,Serve topped with blended cottage cheese for extra creaminess, or cream, croutons, fresh basil or chopped green onions and a dash of red pepper flakes for some heat is desired.",2.5,,0.5,461.0,10.0,13.0,52533,0.9,4,1479.0,10.0,Butternut Squash and Red Pepper Soup,0,1
83,5.0,12.0,12.0,Dessert,American,"These , are soft and chewy with a delicious nutty flavor. Gluten and dairy-free and only 83 calories each, these cookies are easy to throw together in just one bowl and a perfect snack or lunch box addition throughout the week. ",6.0,1.0,Almond Flour Peanut Butter Cookies (gluten and dairy-free),https://ohsnapmacros.com/wp-content/uploads/2024/10/almondflourpeanutbuttercookies10-300x300.jpg,8,"[{'amount': '1/2', 'unit': 'cup', 'name': 'natural peanut butter', 'notes': '128g'}, {'amount': '1/4', 'unit': 'cup', 'name': 'light brown sugar, lightly packed', 'notes': '48g'}, {'amount': '1/4', 'unit': 'cup', 'name': 'granulated sugar', 'notes': '48g'}, {'amount': '1', 'unit': 'large', 'name': 'egg', 'notes': None}, {'amount': '1', 'unit': 'tsp.', 'name': 'pure vanilla extract', 'notes': None}, {'amount': '1/4', 'unit': 'tsp.', 'name': 'salt', 'notes': None}, {'amount': '1/4', 'unit': 'tsp.', 'name': 'baking powder', 'notes': None}, {'amount': '1/2', 'unit': 'cup', 'name': 'almond flour', 'notes': '60g'}]","Preheat the oven to 350 degrees and line a large baking sheet with parchment paper. ,Beat together the peanut butter, sugars, egg, vanilla, and salt in a stand mixer or with an electric mixer until combined. The mixture will be smooth and fairly thick. Add the almond flour and baking powder and mix until you have a stiff and tacky cookie dough. ,Scoop rounded tablespoons of the dough then roll it into a ball with your hands. Place the cookie dough balls about 1 ½ inches apart on the lined baking sheet. Use a dinner fork dipped in cold water to create a criss-cross pattern and flatten the top of each cookie. To ensure the fork doesn’t stick, make sure to dip it into cold water between each cookie and use a rocking motion rather than trying to lift it straight up. ,Bake the cookies for 10-12 minutes until they are just turning golden around the edges. Cool the cookies on the pan for at least 10 minutes before moving them to a cooling rack.",3.0,60g,1.0,90.0,10.0,3.0,52841,1.0,18,68.0,4.0,Almond Flour Peanut Butter Cookies,0,1
206,42.0,2.0,,Side Dish,American,"This , is just what you need for your next summer barbecue. Tender potatoes, crunchy veggies with a flavorful and creamy sauce, this easy to make recipe can be a light lunch or tasty addition to your party table. ",2.0,2.0,Greek Yogurt Potato Salad,https://ohsnapmacros.com/wp-content/uploads/2023/06/healthypotatosalad-1-300x300.jpg,13,"[{'amount': '3', 'unit': 'lbs.', 'name': 'petite gold potatoes', 'notes': None}, {'amount': '1', 'unit': 'cup', 'name': 'non-fat plain 0% Greek yogurt', 'notes': '226g'}, {'amount': '1.5', 'unit': 'Tbsp.', 'name': 'dijon mustard', 'notes': None}, {'amount': '1.5 ', 'unit': 'Tbsp.', 'name': 'apple cider vinegar ', 'notes': None}, {'amount': '1', 'unit': 'Tbsp.', 'name': 'olive oil', 'notes': None}, {'amount': '1', 'unit': 'tsp.', 'name': 'celery seed', 'notes': None}, {'amount': '2', 'unit': 'cloves', 'name': 'garlic', 'notes': 'minced'}, {'amount': '1', 'unit': 'Tbsp.', 'name': 'fresh chives', 'notes': None}, {'amount': '1', 'unit': 'tsp.', 'name': 'dried dill', 'notes': None}, {'amount': '1', 'unit': 'spear', 'name': 'dill pickles ', 'notes': 'chopped 35g'}, {'amount': '1', 'unit': 'tsp.', 'name': 'dill pickle juice', 'notes': None}, {'amount': '2', 'unit': 'Tbsp.', 'name': 'red onion ', 'notes': 'chopped'}, {'amount': None, 'unit': None, 'name': 'salt and pepper', 'notes': 'to taste'}]","First, chop the potatoes into quarters or smaller if using larger potatoes. You want to have bite size pieces. Place the chopped potatoes in a pot and fill with water to cover. Season the water generously with salt and bring to a boil. Boil the potatoes for 6-8 minutes until they’re fork tender but not mashed potato soft.,Once the potatoes are done strain them in a strainer and let them sit until completely cooled.,In a bowl, combine the remaining ingredients to make the sauce. Mix together well to combine and adjust the flavor with salt and pepper as needed.,Add the cooled potatoes to a large mixing bowl and cover with the sauce. Mix to combine. Be gentle when mixing to not smash the potatoes. Cover with a lid or plastic wrap and place in the fridge for at least one hour prior to serving.,Remove from the fridge and serve.",,to taste,,1037.0,10.0,8.0,30879,,8,133.0,2.0,Greek Yogurt Potato Salad,0,1
89,16.0,1.0,1.0,"Salad, Side Dish",American,"Colorful, crunchy and delicious, this classic , comes with a creamy homemade dressing that's low in calories and heavy on flavor. This easy salad makes the perfect side dish for your next barbeque or meal prep Sunday. ",2.0,3.0,Creamy Broccoli Crunch Salad (under 100 calories),https://ohsnapmacros.com/wp-content/uploads/2023/06/broccolicrunchsalad-1-300x300.jpg,11,"[{'amount': '5', 'unit': 'heaping cups', 'name': 'broccoli florets', 'notes': 'chopped, 340g'}, {'amount': '1', 'unit': 'cup', 'name': 'carrots', 'notes': 'shredded, 80g'}, {'amount': '1/2', 'unit': 'cup', 'name': 'dried cranberries', 'notes': '60g'}, {'amount': '1/4', 'unit': 'cup', 'name': 'sunflower seeds', 'notes': '35g'}, {'amount': '1/4', 'unit': 'cup', 'name': 'red onion', 'notes': 'chopped, 35g'}, {'amount': '1', 'unit': None, 'name': 'honeycrisp apple', 'notes': 'chopped, 200g'}, {'amount': '3/4', 'unit': 'cup', 'name': 'non-fat plain Greek yogurt', 'notes': '170g'}, {'amount': '2', 'unit': 'Tbsp.', 'name': 'apple cider vinegar', 'notes': None}, {'amount': '1.5 ', 'unit': 'Tbsp.', 'name': 'honey', 'notes': '31g'}, {'amount': '1', 'unit': 'Tbsp.', 'name': 'lemon juice', 'notes': None}, {'amount': None, 'unit': None, 'name': 'salt and pepper', 'notes': 'to taste'}]","In a large bowl, combine the broccoli florets, shredded carrots, dried cranberries, sunflower seeds, chopped red onion, and chopped apple.,In a separate small bowl, whisk together the Greek yogurt, apple cider vinegar, honey, and lemon juice. Add salt and pepper to taste.,Pour the dressing over the broccoli mixture. Toss until all the ingredients are evenly coated.,Cover the bowl and refrigerate for at least an hour before serving. This will allow the flavors to meld together. Toss the salad again before serving and adjust the seasoning with salt and pepper if necessary and serve. ",,to taste,,198.0,10.0,4.0,31207,,8,35.0,12.0,Broccoli Crunch Salad,0,1
350,13.0,216.0,15.0,Main Course,American,"These , are crispy, crunchy and flavorful. Easy to make and ready in less than 25 minutes, pair them with your favorite sides or add to salads, wraps or sandwiches for the perfect lunch or dinner on busy weeknights.",11.0,1.0,Easy Breaded Air Fryer Chicken Cutlets,https://ohsnapmacros.com/wp-content/uploads/2024/02/airfryerchickencutlets-300x300.jpg,12,"[{'amount': '1.5', 'unit': 'lbs.', 'name': 'boneless skinless chicken breast', 'notes': 'or precut cutlets'}, {'amount': '1/2', 'unit': 'cup', 'name': 'breadcrumbs', 'notes': None}, {'amount': '1/2', 'unit': 'cup', 'name': 'parmesan cheese', 'notes': 'grated'}, {'amount': '1', 'unit': 'tsp.', 'name': 'garlic powder', 'notes': None}, {'amount': '1', 'unit': 'tsp.', 'name': 'onion powder', 'notes': None}, {'amount': '1', 'unit': 'tsp.', 'name': 'dried oregano', 'notes': None}, {'amount': '1', 'unit': 'tsp.', 'name': 'dried basil', 'notes': None}, {'amount': '1/2', 'unit': 'teaspoon', 'name': 'smoked paprika', 'notes': None}, {'amount': None, 'unit': None, 'name': 'salt and black pepper', 'notes': 'to taste'}, {'amount': '2', 'unit': 'large', 'name': 'eggs', 'notes': 'beaten '}, {'amount': None, 'unit': None, 'name': 'olive oil spray', 'notes': None}, {'amount': None, 'unit': None, 'name': 'fresh parsley (optional)', 'notes': 'chopped, for garnish'}]","Preheat your air fryer to 400 degrees Fahrenheit.,In a shallow bowl, mix breadcrumbs, grated Parmesan cheese, garlic powder, onion powder, dried oregano, dried basil, smoked paprika, salt, and black pepper. This will be your coating mixture.,Butterfly each chicken breast and cut in half to create thinner cutlets. You can also use a meat mallet to gently pound them to an even thickness.,Dip each chicken cutlet into the beaten eggs, ensuring both sides are coated.,Press each side of the chicken cutlet into the breadcrumb mixture, making sure the coating adheres well.,Place the breaded chicken cutlets in a single layer in the air fryer basket, making sure they are not touching. You may need to cook in batches if there is not enough room. ,Lightly spray the top of the chicken cutlets with olive oil or avocado oil spray to help them crisp up. Air fry the chicken cutlets for 12-15 minutes, flipping halfway through, until they are golden brown and cooked through.,Check the internal temperature, which should reach 165 degrees Fahrenheit for safety. Cook time will vary depending on the size of your chicken breast. ,Remove the chicken cutlets from the air fryer and let them rest for a couple of minutes before serving. Sprinkle with fresh chopped parsley and serve. ",2.0,"chopped, for garnish",1.0,641.0,10.0,48.0,44545,4.0,4,414.0,1.0,Air Fryer Chicken Cutlets,0,1
65,18.0,,1.0,Drinks,drinks,"This , is perfect for hot summer days or your next spring get together. With a fizzy taste and tart flavor, this virgin sangria recipe is a blend of grape juice, soda water and fresh fruit and is guaranteed to please the crowd. ",,,White Sparkling Sangria Mocktail,https://ohsnapmacros.com/wp-content/uploads/2023/12/sangriamocktail-300x300.jpg,7,"[{'amount': '3', 'unit': 'cups', 'name': 'white grape juice', 'notes': None}, {'amount': '6', 'unit': 'Tbsp.', 'name': 'freshly squeezed lemon juice', 'notes': None}, {'amount': '3/4', 'unit': 'cup', 'name': 'sliced strawberries', 'notes': 'plus extra for garnish'}, {'amount': '2', 'unit': 'small', 'name': 'lemons', 'notes': 'sliced'}, {'amount': '1', 'unit': None, 'name': 'orange', 'notes': 'sliced'}, {'amount': '4', 'unit': 'cups', 'name': 'plain sparkling water', 'notes': 'or seltzer'}, {'amount': None, 'unit': None, 'name': 'Ice', 'notes': None}]","Add the white grape juice, lemon juice, sliced strawberries, sliced lemons, and sliced orange to a large pitcher. Stir to combine. Cover and refrigerate overnight or for at least 6-8 hours.,When you’re ready to serve, add the sparkling water to the pitcher. Stir gently, making sure not to break up the fruit. ,Fill wine glasses or rocks glasses three quarters full of ice, then pour the sangria over the ice. ,If desired, you can use extra fruit to garnish each drink. ",,,,85.0,5.0,1.0,42690,,8,6.0,15.0,White Sangria Mocktail,0,1
240,10.0,120.0,5.0,Main Course,American,"These , are exploding with rich and bold flavors for an easy meal your whole house will love. Bbq, bake or air fry, these chicken thighs are healthy, flavorful and totally delicious. Marinate for at least 30 minutes or make the day before and have dinner on the table in no time!",13.0,,Honey Garlic Lemon Pepper Chicken Thighs,https://ohsnapmacros.com/wp-content/uploads/2024/06/chickenthighs-1-1-300x300.jpg,12,"[{'amount': '2', 'unit': 'lbs.', 'name': 'boneless skinless chicken thighs', 'notes': None}, {'amount': '4', 'unit': 'cloves', 'name': 'garlic', 'notes': 'finely chopped '}, {'amount': '3', 'unit': 'Tbsp.', 'name': 'honey', 'notes': '63g'}, {'amount': '1/2', 'unit': 'cup', 'name': None, 'notes': None}, {'amount': None, 'unit': None, 'name': 'zest of one lemon', 'notes': None}, {'amount': None, 'unit': None, 'name': 'juice of one large lemon', 'notes': 'approx 3-4 Tbsp.'}, {'amount': '1/2', 'unit': 'Tbsp.', 'name': 'freshly ground black pepper', 'notes': None}, {'amount': '1/2', 'unit': 'tsp.', 'name': 'salt', 'notes': None}, {'amount': '1', 'unit': 'Tbsp.', 'name': 'olive oil', 'notes': None}, {'amount': '1', 'unit': 'Tbsp.', 'name': 'fresh chopped parsley ', 'notes': 'additional for garnish'}, {'amount': None, 'unit': None, 'name': 'fresh cracked pepper ', 'notes': 'on top'}, {'amount': None, 'unit': None, 'name': 'lemon wedges', 'notes': 'for serving'}]","In a large bowl, combine the minced garlic, honey, coconut aminos, lemon zest, lemon juice, black pepper, salt, parsley and oil. Whisk together until thoroughly combined.,Add the chicken thighs to the bowl or ziplock resealable bag, ensuring each piece is coated well with the marinade. Allow the chicken to marinate for at least 30 minutes. For best results, marinate for 2 to 4 hours in the refrigerator or overnight. Halfway through give the chicken a good shake or flip to be sure all sides marinate.  ,: Preheat the grill or grill pan to medium high heat. Remove the chicken from the marinade and place directly on the hot grill. Add a spoonful of the chunks from the marinade on top of the chicken prior to discarding excess the remaining marinade. Grill for 4-5 minutes on each side until the chicken is cooked through or until the internal temperature reaches 165 degrees Fahrenheit.,: Preheat the oven to 425 degrees Fahrenheit. Line a baking sheet with parchment paper or aluminum foil. Place a wire rack on top of the baking sheet and arrange the chicken thighs on the rack. This will allow for better air circulation and even cooking. I like using my cooking cooling rack and placing directly on top of the pan. Pour a spoonful of marinade on top of each thigh and discard the rest. ,Bake for about 25-30 minutes or until the internal temperature reaches 165 degrees Fahrenheit and the exterior is nicely browned. If desired, broil for the last 2-3 minutes for extra crispiness.,Preheat the air fryer to 375. Remove chicken from the marinade and place directly in the air fryer basket, ensuring they do not overlap, you may need to work in batches. Top each thigh with a spoonful of the marinade and cook for approximately 10-15 minutes on each side or until the internal temperature has reached 165 degrees Fahrenheit.,Once cooked, let the chicken thighs rest for 5 minutes to allow the juices to redistribute. ,Garnish with freshly chopped parsley and extra fresh cracked pepper if desired. Serve with a lemon wedge to squeeze on top if desired. ",4.0,for serving,2.0,23.0,5.0,24.0,42254,3.0,6,594.0,9.0,Honey Garlic Lemon Pepper Chicken Thighs,0,1
265,5.0,78.0,,"Appetizer, Snack",American,"This , will be your new favorite appetizer. With a creamy blend of cottage cheese, cream cheese, shredded cheese and jalapeño peppers, this flavorful dip is a high protein crowd pleaser, every single time.",18.0,,Crockpot Chicken Jalapeno Popper Cottage Cheese Dip,https://ohsnapmacros.com/wp-content/uploads/2024/05/jalapenopopperdip-2-300x300.jpg,15,"[{'amount': '8', 'unit': 'slices', 'name': None, 'notes': 'cooked and chopped (4 inside, 4 on top)'}, {'amount': '16', 'unit': 'oz.', 'name': 'less fat cream cheese', 'notes': 'cubed'}, {'amount': '16', 'unit': 'oz.', 'name': 'low fat cottage cheese', 'notes': None}, {'amount': '4', 'unit': None, 'name': 'jalapeños (2 seedless, 2 with seeds)', 'notes': 'chopped, see heat note'}, {'amount': '1', 'unit': 'cup', 'name': 'Mexican blend shredded cheese', 'notes': None}, {'amount': '1', 'unit': 'cup', 'name': 'mozzarella cheese low moisture', 'notes': 'shredded'}, {'amount': '1', 'unit': 'tsp.', 'name': 'garlic powder', 'notes': None}, {'amount': '1/2', 'unit': 'tsp.', 'name': 'salt', 'notes': None}, {'amount': None, 'unit': None, 'name': 'fresh cracked black pepper', 'notes': None}, {'amount': '1', 'unit': 'lb. ', 'name': 'boneless skinless chicken breast, raw', 'notes': None}, {'amount': '1', 'unit': 'cup', 'name': 'low sodium chicken broth', 'notes': None}, {'amount': None, 'unit': None, 'name': 'sliced jalapeños', 'notes': None}, {'amount': None, 'unit': None, 'name': 'red onions', 'notes': None}, {'amount': None, 'unit': None, 'name': 'green onions', 'notes': None}, {'amount': None, 'unit': None, 'name': 'hot sauce', 'notes': None}]","In a large skillet cook the bacon, remove from the heat and chop into bite size pieces. ,Add the cream cheese, cottage cheese (no need to blend), jalapeños, half the chopped bacon, shredded cheeses, garlic powder, salt and pepper to the crockpot. Place the lid on and cook on high for 1 hour. Stir a couple times throughout the hour to get everything moving and melting and ensure the edges do not burn. ,While the base cooks in the crockpot, prepare the shredded chicken (this can be done the day before). Add the chicken to a large pot, cover with water and bring to a boil. Cook for 15-20 minutes or until the chicken is fully cooked through, no longer pink and has an internal temperate of 165 degrees Fahrenheit. ,Remove the chicken and shred with two forks or in a large mixing bowl with a hand mixer. ,Once the base has cooked for one hour, add the shredded chicken and 1 cup chicken broth to the crockpot. Stir everything together and let cook on high for an additional hour. ,Once done, stir together, adjust with salt and pepper and serve. Top with the remaining chopped bacon, sliced jalapenos, red onions, green onions or whatever you desire. ",1.0,,,191.0,15.0,22.0,47460,10.0,14,669.0,4.0,Crockpot Chicken Jalapeno Popper Dip,0,1
