calories,carbohydrates,cholesterol,cook_time,course,cuisine,description,fat,fiber,full_name,image_url,ingredient_count,ingredients,instructions,monounsaturated_fat,notes,polyunsaturated_fat,potassium,prep_time,protein,recipe_id,saturated_fat,serving,sodium,sugar,title,4th_july,christmas,cinco_de_mayo,combined_tagged_recipes_by_holiday,easter,fathers_day,labor_day,memorial_day,mothers_day,tagged_recipes_by_holiday,thanksgiving,valentienes_day
361.0,5.0,131.0,5.0,"Appetizer, Main Course",American,"These tender , are a meat lovers dream. Cajun seasoned steak is quickly seared in butter to create crispy edges, a juicy inside and ready in just a couple of minutes. This high protein recipe makes a great appetizer or add a delicious side for a meal to make your mouth water. ",22.0,,Easy Cajun Steak Bites with Homemade Seasoning,https://ohsnapmacros.com/wp-content/uploads/2023/10/cajunsteakbites-300x300.jpg,10,"[{'amount': '1.5', 'unit': 'lbs.', 'name': 'top sirloin', 'notes': 'trimmed and cubed'}, {'amount': '2', 'unit': 'Tbsp.', 'name': 'cajun seasoning ', 'notes': '2 1/2 for extra heat'}, {'amount': '1/2', 'unit': 'Tbsp.', 'name': 'butter', 'notes': 'or coconut oil'}, {'amount': '3', 'unit': 'Tbsp.', 'name': 'smoked paprika', 'notes': None}, {'amount': '1.5', 'unit': 'Tbsp.', 'name': 'salt', 'notes': None}, {'amount': '2', 'unit': 'Tbsp.', 'name': 'garlic powder', 'notes': None}, {'amount': '1', 'unit': 'Tbsp.', 'name': 'onion powder', 'notes': None}, {'amount': '1', 'unit': 'Tbsp.', 'name': 'dried oregeno', 'notes': None}, {'amount': '1', 'unit': 'Tbsp.', 'name': 'cayenne pepper', 'notes': None}, {'amount': '1', 'unit': 'tsp.', 'name': 'fresh ground black pepper', 'notes': None}]","In a small bowl or mason jar, combine the Cajun seasoning and set aside. You will only use 1.5 Tbsp. of this seasoning but can use it on many other recipes.,Cut the steak into 1 inch cubes. Place in a mixing bowl and add the 2 Tbsp. cajun seasoning. Mix to fully coat. ,In a medium cast iron skillet or skillet, heat the butter until melted over medium high heat. Add the steak to the pan of melted butter. Cook for at least 2 minutes before stirring the steak pieces so that you get a good sear on them. Continue cooking for another 2 minutes until they’re golden brown and cooked to your liking. ,Remove and serve with sides like mashed potatoes and roasted vegetables. ",1.0,,,1.0,5.0,35.0,37380.0,10.0,4.0,361.0,,Cajun Steak Bites,0,0,0,0,0,0,0,0,0,1,0,0
370.0,32.0,,20.0,Main Course,"American, Italian","These , will be your next family favorite recipe. This dish is loaded with ground beef, mushrooms, bell peppers and a delicious creamy white cheese sauce. Add additional cheese or jalapenos and really pack a punch. The best part is each serving is under 400 calories. ",14.0,3.5,Philly Cheesesteak Stuffed Shells,https://ohsnapmacros.com/wp-content/uploads/2022/12/ezgif.com-gif-maker-52-300x300.jpg,18,"[{'amount': '1', 'unit': 'lbs.', 'name': '\xa0ground beef (96% lean)', 'notes': None}, {'amount': '5', 'unit': None, 'name': 'servings jumbo shells (250g or 25 shells)', 'notes': None}, {'amount': '1', 'unit': None, 'name': '\xa0red bell pepper, diced (180g)', 'notes': None}, {'amount': '1', 'unit': None, 'name': '\xa0green bell pepper, diced (150g)', 'notes': None}, {'amount': '1/2', 'unit': None, 'name': 'yellow onion, diced (120g)', 'notes': None}, {'amount': '1', 'unit': None, 'name': '\xa0package whole cremini mushrooms (7oz.), thinly sliced', 'notes': None}, {'amount': '1/2', 'unit': 'tsp.', 'name': 'salt', 'notes': None}, {'amount': '1/2', 'unit': 'tsp.', 'name': '\xa0pepper', 'notes': None}, {'amount': '1/2', 'unit': 'tsp.', 'name': 'paprika', 'notes': None}, {'amount': '1/2', 'unit': 'tsp.', 'name': 'onion powder', 'notes': None}, {'amount': '1/2', 'unit': 'tsp.', 'name': '\xa0garlic powder', 'notes': None}, {'amount': '1/2', 'unit': 'tsp.', 'name': '\xa0chili powder', 'notes': None}, {'amount': '1/4', 'unit': 'cup', 'name': 'water', 'notes': None}, {'amount': '1', 'unit': 'cup', 'name': 'part skim mozzarella cheese shreds', 'notes': None}, {'amount': '1', 'unit': 'cup', 'name': 'parmesan cheese shreds', 'notes': None}, {'amount': '1.5', 'unit': 'cup', 'name': 'whole milk', 'notes': None}, {'amount': '1/2', 'unit': 'tsp.', 'name': '\xa0garlic powder', 'notes': None}, {'amount': '4', 'unit': 'sliced', 'name': 'provolone cheese', 'notes': None}]","Preheat the oven to 400 degrees Fahrenheit. Bring a pot of water to boiling and cook noodles according to the package. Weight the noodles out uncooked.,Heat a pan over medium and add the ground beef. Cook through breaking into small pieces. When the beef is cooked through add bell peppers, onions and sliced mushrooms and mix together well.,Add salt, pepper, paprika, chili powder, garlic powder (1/2 tsp) and onion powder to a small bowl. Add 1/4 cup of water and mix together well. Add to the beef and vegetable mixture. Mix together well to get everything coated with seasonings. Cover and let simmer on medium for 10 minutes while the shells cook. Stir occasionally so the bottom doesn't burn and everything cooks evenly.,Spray a 9 x 13 inch baking dish with non stick spray. When the shells are done cooking drain from the water. Gently run cold water over the noodles to cool them off to work with. Add to the baking dish and using your hands or a spatula loosen the noodles up so they lay as open as possible without breaking for filling.,Top the noodles with meat mixture. Try to fill the noodles the best you can. There will be a lot of excess meat outside of the noodles.,Using the same pan as the meat, rinse the pan out with water and return to the stove on medium heat. Add milk, 1/2 tsp. garlic powder, pinch of salt and pepper and bring to a simmer. Add the mozzarella and parmesan cheese a little at a time and mix together while it melts. Once everything has melted, be sure to whisk until the sauce is completely smooth and begins to slightly thicken and pour on the top of the meat mixture.,Cut provolone cheese sliced in half and top the dish with 8 pieces of provolone evenly spaced throughout the top.,Cover and bake for 20 minutes until the sauce is bubbling around the sides of the dish. Remove from the oven.,Top with diced green onions or jalapenos for a added kick of spice. Enjoy your philly cheesesteak stuffed shells.,Weigh your final dish and divide by 8 servings for the number of exact grams per serving. Each serving is approximately 250 grams (this will vary person to person which is why I highly suggest you weigh your final dish) and should include 3 pasta shells if using Barilla Jumbo Shells.",,,,,15.0,31.0,19123.0,,8.0,729.0,,Philly Cheesesteak Stuffed Shells,0,0,0,0,0,0,0,0,0,1,0,0
209.0,18.0,82.0,10.0,Main Course,American,"Welcome summer with this minimal ingredient , recipe. Quick, easy, and utterly delicious, get ready to fire up the bbq for this tender, juicy, perfectly charred chicken you'll want to grill all summer long.",3.0,2.0,Grilled Teriyaki Chicken,https://ohsnapmacros.com/wp-content/uploads/2023/05/Grilled-Teriyaki-Chicken-10-300x300.jpg,8,"[{'amount': '1.5', 'unit': 'lbs', 'name': 'boneless skinless chicken breast', 'notes': None}, {'amount': '1/2', 'unit': 'cup', 'name': None, 'notes': None}, {'amount': '2', 'unit': 'tsp.', 'name': None, 'notes': None}, {'amount': '1', 'unit': 'Tbsp.', 'name': 'honey', 'notes': None}, {'amount': '1/2', 'unit': 'tsp.', 'name': 'garlic powder', 'notes': None}, {'amount': '1/4', 'unit': 'tsp.', 'name': 'ground ginger', 'notes': None}, {'amount': '3', 'unit': None, 'name': 'baby bok choy', 'notes': 'sliced in half'}, {'amount': '8', 'unit': None, 'name': 'slices pineapple ', 'notes': None}]","Butterfly the chicken breast by cutting horizontally from one side of the chicken almost to the other side while leaving it connected at the edge, like a book.,Add the coconut aminos, sesame oil, honey, garlic powder and ginger to a ziplock or sealable bag. Place the chicken in and remove any air in the bag. Place in the fridge laying down so that the chicken lays in the marinade and marinate for 2 hours, overnight is best though and preferred.,Remove the chicken from the marinade and heat the barbeque to high heat. Scrape off any excess char on the barbeque and lower the heat to medium high.,While the grill heats, slice the bok choy horizontally into two halves, spay with cooking spray and season with salt.,Place the chicken, bok choy and pineapples on the grill. Grill the bok choy and pineapples for 3 minutes, flip and grill for another 2-3 minutes until charred but not burned. ,Cook the chicken for 4 minutes on each side or until the internal temperature reaches 165 degrees Fahrenheit with a meat thermometer. The time will vary depending on the thickness of your chicken.,Remove from the grill, sprinkle the chicken with toasted sesame seeds and serve with the grilled bok choy, pineapple and rice if desired.",1.0,,1.0,572.0,,26.0,29669.0,1.0,6.0,168.0,16.0,Grilled Teriyaki Chicken,0,0,0,0,0,0,0,0,0,1,0,0
232.0,3.0,75.0,15.0,Main Course,American,"This , includes an easy to prepare, deliciously flavorful marinade that ensures you get the most out of your steak. The cast iron produces a beautiful golden brown crust while leaving the inside juicy and tender. Perfectly paired with your favorite side and a salad, this steak is sure to be a win around the dinner table.",13.0,,Marinated Cast Iron Flank Steak,https://ohsnapmacros.com/wp-content/uploads/2023/01/osm-62-300x300.jpg,10,"[{'amount': '1', 'unit': 'lb', 'name': 'flank steak', 'notes': None}, {'amount': '1', 'unit': 'Tbsp', 'name': 'olive oil', 'notes': None}, {'amount': '1/4', 'unit': 'cup', 'name': None, 'notes': '60g'}, {'amount': '3', 'unit': 'cloves', 'name': 'garlic', 'notes': 'minced'}, {'amount': '1', 'unit': 'Tbsp', 'name': 'brown sugar', 'notes': '13g'}, {'amount': '1', 'unit': 'Tbsp', 'name': 'Worcestershire sauce ', 'notes': None}, {'amount': '1', 'unit': 'Tbsp', 'name': 'balsamic vinegar', 'notes': None}, {'amount': '1', 'unit': 'tsp.', 'name': 'dried rosemary ', 'notes': None}, {'amount': None, 'unit': None, 'name': 'salt and pepper, to taste', 'notes': None}, {'amount': '1/2', 'unit': 'Tbsp', 'name': 'olive oil', 'notes': 'for cooking'}]","In a small bowl, whisk together the olive oil, coconut aminos, minced garlic, brown sugar, Worcestershire sauce, balsamic vinegar, dried rosemary, salt, and black pepper to create the marinade.,Place the flank steak in a large resealable plastic bag or shallow dish. Pour the marinade over the steak, ensuring that it is well-coated. Seal the bag or cover the dish and refrigerate for at least 1 hour, or up to 2 hours for a more intense flavor. Overnight is always best. ,Preheat the oven to 400 degrees Fahrenheit. Remove the flank steak from the marinade, discarding the excess marinade, and let the steak rest at room temperature for about 15 minutes before cooking. The discarded marinade has been accounted for in the nutrition facts.,In a large cast iron skillet, heat the olive oil over medium-high heat until it begins to shimmer. Carefully place the flank steak in the hot skillet and sear each side for 2 minutes, or until a golden brown crust forms.,Transfer the cast iron skillet with the seared flank steak to the preheated oven. Cook the steak for 5-10 minutes, or until the internal temperature reaches your desired level of doneness (125°F / 51°C for medium-rare, 135°F / 57°C for medium). I recommend medium rare, which is about 5 minutes in the oven.,Remove the skillet from the oven and transfer the flank steak to a cutting board. Tent the steak with aluminum foil and let it rest for 5-10 minutes to allow the juices to redistribute.,After resting, slice the cast iron flank steak against the grain into thin strips.",2.0,for cooking,2.0,36.0,10.0,24.0,27939.0,5.0,4.0,185.0,3.0,Cast Iron Flank Steak,0,0,0,0,0,0,0,0,0,1,0,0
77.0,6.0,17.0,25.0,"Main Course, Side Dish",American,"These , are crispy, sweet and insanely delish. Exploding with a sweet and salty flavor combo these baked wings are going to be your new favorite dinner. Grab a napkin and your appetite; these wings will have you reaching for more. ",4.0,,Honey Garlic Wings,https://ohsnapmacros.com/wp-content/uploads/2023/06/honey-garlic-wings-7-300x300.jpg,10,"[{'amount': '3', 'unit': 'lbs.', 'name': 'chicken wings (drums and wingettes)', 'notes': '12 wings / 12 drums'}, {'amount': None, 'unit': None, 'name': 'salt and pepper', 'notes': None}, {'amount': '1', 'unit': 'Tbsp.', 'name': 'olive oil', 'notes': None}, {'amount': '1/2', 'unit': 'cup', 'name': 'honey', 'notes': '153g'}, {'amount': '6', 'unit': 'cloves', 'name': 'garlic', 'notes': 'minced'}, {'amount': '2', 'unit': 'Tbsp.', 'name': None, 'notes': '30g'}, {'amount': '1', 'unit': 'Tbsp.', 'name': 'apple cider vinegar', 'notes': None}, {'amount': '1/2', 'unit': 'tsp.', 'name': 'red pepper flakes', 'notes': 'optional but recommended '}, {'amount': '1/4', 'unit': 'Tbsp.', 'name': 'arrowroot powder', 'notes': None}, {'amount': '1', 'unit': 'Tbsp.', 'name': 'water', 'notes': None}]","Preheat your oven to 400 degrees Fahrenheit.,If your wings are pre cut into winglettes and drumlettes move onto the next step. Pat the chicken wings dry with paper towels. Flip the wing over so it is skin side down and you can easily see the joints. Use your fingers to locate the ridge between the drumette and the wingette portions. Use a sharp knife to cut between the ridge. Your knife should slide right through with very little resistance. Next, locate the second ridge between the wingette and the tip portion.  Cut all of the way through this joint to separate the two pieces and discard the tip.,Pat the chicken wings dry with paper towels, then season with salt and pepper.,Heat the olive oil in a large oven-safe skillet or frying pan over medium heat. Add the chicken wings and cook until they are browned on all sides. This should take about 10 minutes.,While the chicken is cooking, mix the honey, garlic, coconut aminos, apple cider vinegar and red pepper flakes together in a bowl, mixing well to combine.,Once the chicken wings are browned, pour the honey garlic sauce over them in an oven safe skillet or pan. Toss the wings in the sauce until they are well coated. The sauce will be thin, we will thicken it after baking. ,Transfer the skillet or pan to the preheated oven. Bake the chicken wings for 15 minutes. Remove from the oven and mix the sauce with the wings again, while the wings are still in the pan. Return for another 5 minutes, or until the wings are fully cooked and the sauce is bubbling.,Remove the chicken wings from the oven. Remove the wings from the skillet and set aside, leaving the sauce in the pan. Heat the skillet with the sauce over medium high heat and bring to a boil. Add the arrowroot and water mixture to the sauce and whisk until the sauce has thickened.,Place the baked wings back into the pan with the sauce and thoroughly cover the wings with the thickened sauce. Remove the wings and pour any sauce left in the skillet over top.,Serve with red pepper flakes and enjoy!",1.0,,1.0,44.0,10.0,5.0,31272.0,1.0,24.0,71.0,5.0,Honey Garlic Wings,0,0,0,0,0,0,0,0,0,1,0,0
385.0,38.0,13.0,25.0,Main Course,American,"Don't be afraid to get messy with these ,. Meaty, melty and cheesy, this sandwich combines two comfort food classics to create an easy to make, can't resist dinner.",11.0,4.0,Philly Cheesesteak Sloppy Joes,https://ohsnapmacros.com/wp-content/uploads/2023/06/philly-cheesesteak-sloppy-joes-18-300x300.jpg,13,"[{'amount': '1', 'unit': 'lb.', 'name': 'lean ground beef', 'notes': '96/4'}, {'amount': '1', 'unit': 'medium', 'name': 'onion', 'notes': 'finely chopped'}, {'amount': '1', 'unit': None, 'name': 'green bell pepper ', 'notes': 'finely chopped'}, {'amount': '8', 'unit': 'oz', 'name': 'Baby Bella mushrooms', 'notes': 'stem removed, thinly sliced'}, {'amount': '2', 'unit': 'cloves', 'name': 'garlic', 'notes': 'minced'}, {'amount': '1', 'unit': 'tsp.', 'name': 'salt', 'notes': None}, {'amount': '1/2', 'unit': 'tsp.', 'name': 'fresh ground black pepper', 'notes': None}, {'amount': '1', 'unit': 'cup', 'name': 'beef broth', 'notes': None}, {'amount': '2', 'unit': 'Tbsp.', 'name': 'ketchup', 'notes': None}, {'amount': '1', 'unit': 'Tbsp.', 'name': 'Worcestershire sauce', 'notes': None}, {'amount': '1', 'unit': 'Tbsp.', 'name': 'arrowroot powder (or cornstarch)', 'notes': None}, {'amount': '4', 'unit': 'slices', 'name': 'thin sliced Provolone cheese', 'notes': None}, {'amount': '4', 'unit': None, 'name': 'Brioche hamburger buns', 'notes': None}]","Heat a large skillet over medium heat. Add the ground beef and cook until browned. Break up the beef into small pieces as it cooks using a spatula.,Add the chopped onion, green pepper, mushrooms and minced garlic to the skillet. Stir well and cook until the vegetables are softened, about 5-7 minutes. Season with salt and pepper.,In a small bowl, whisk together the beef broth, ketchup, Worcestershire sauce and arrowroot powder and mix until no lumps remain.,Pour the broth mixture over the beef and vegetables in the skillet. Stir well to combine.,Reduce the heat to low, cover the skillet, and let the mixture simmer for about 20 minutes. Stir occasionally to prevent sticking. The mixture should thicken up slightly.,Preheat your oven’s broiler. Open the hamburger buns and place them on a baking sheet, cut side up.,When the beef mixture is done simmering, divide it evenly among the bottom halves of the buns. Top each with a slice of Provolone cheese.,Return the meat and cheese topped buns to the oven just until the cheese is melted and bubbly, about 2-3 minutes. Be careful not to let them burn.,Remove the buns from the oven when the cheese is nice and melted and top each with the other half of the bun.,Serve the Philly Cheesesteak Sloppy Joes hot!",,,,441.0,5.0,34.0,30777.0,3.0,4.0,545.0,11.0,Philly Cheesesteak Sloppy Joes,0,0,0,0,0,0,0,0,0,1,0,0
240.0,10.0,120.0,5.0,Main Course,American,"These , are exploding with rich and bold flavors for an easy meal your whole house will love. Bbq, bake or air fry, these chicken thighs are healthy, flavorful and totally delicious. Marinate for at least 30 minutes or make the day before and have dinner on the table in no time!",13.0,,Honey Garlic Lemon Pepper Chicken Thighs,https://ohsnapmacros.com/wp-content/uploads/2024/06/chickenthighs-1-1-300x300.jpg,12,"[{'amount': '2', 'unit': 'lbs.', 'name': 'boneless skinless chicken thighs', 'notes': None}, {'amount': '4', 'unit': 'cloves', 'name': 'garlic', 'notes': 'finely chopped '}, {'amount': '3', 'unit': 'Tbsp.', 'name': 'honey', 'notes': '63g'}, {'amount': '1/2', 'unit': 'cup', 'name': None, 'notes': None}, {'amount': None, 'unit': None, 'name': 'zest of one lemon', 'notes': None}, {'amount': None, 'unit': None, 'name': 'juice of one large lemon', 'notes': 'approx 3-4 Tbsp.'}, {'amount': '1/2', 'unit': 'Tbsp.', 'name': 'freshly ground black pepper', 'notes': None}, {'amount': '1/2', 'unit': 'tsp.', 'name': 'salt', 'notes': None}, {'amount': '1', 'unit': 'Tbsp.', 'name': 'olive oil', 'notes': None}, {'amount': '1', 'unit': 'Tbsp.', 'name': 'fresh chopped parsley ', 'notes': 'additional for garnish'}, {'amount': None, 'unit': None, 'name': 'fresh cracked pepper ', 'notes': 'on top'}, {'amount': None, 'unit': None, 'name': 'lemon wedges', 'notes': 'for serving'}]","In a large bowl, combine the minced garlic, honey, coconut aminos, lemon zest, lemon juice, black pepper, salt, parsley and oil. Whisk together until thoroughly combined.,Add the chicken thighs to the bowl or ziplock resealable bag, ensuring each piece is coated well with the marinade. Allow the chicken to marinate for at least 30 minutes. For best results, marinate for 2 to 4 hours in the refrigerator or overnight. Halfway through give the chicken a good shake or flip to be sure all sides marinate.  ,: Preheat the grill or grill pan to medium high heat. Remove the chicken from the marinade and place directly on the hot grill. Add a spoonful of the chunks from the marinade on top of the chicken prior to discarding excess the remaining marinade. Grill for 4-5 minutes on each side until the chicken is cooked through or until the internal temperature reaches 165 degrees Fahrenheit.,: Preheat the oven to 425 degrees Fahrenheit. Line a baking sheet with parchment paper or aluminum foil. Place a wire rack on top of the baking sheet and arrange the chicken thighs on the rack. This will allow for better air circulation and even cooking. I like using my cooking cooling rack and placing directly on top of the pan. Pour a spoonful of marinade on top of each thigh and discard the rest. ,Bake for about 25-30 minutes or until the internal temperature reaches 165 degrees Fahrenheit and the exterior is nicely browned. If desired, broil for the last 2-3 minutes for extra crispiness.,Preheat the air fryer to 375. Remove chicken from the marinade and place directly in the air fryer basket, ensuring they do not overlap, you may need to work in batches. Top each thigh with a spoonful of the marinade and cook for approximately 10-15 minutes on each side or until the internal temperature has reached 165 degrees Fahrenheit.,Once cooked, let the chicken thighs rest for 5 minutes to allow the juices to redistribute. ,Garnish with freshly chopped parsley and extra fresh cracked pepper if desired. Serve with a lemon wedge to squeeze on top if desired. ",4.0,for serving,2.0,23.0,5.0,24.0,42254.0,3.0,6.0,594.0,9.0,Honey Garlic Lemon Pepper Chicken Thighs,0,0,0,0,0,0,0,0,0,1,0,0
52.0,13.0,,5.0,Drinks,drinks,"Whip up this easy low calorie , anytime you need a quick summer refresh!  With coconut water, hand squeezed lemon, mint and fresh blueberries it's a summertime favorite for everyone. ",,1.0,Coconut Blueberry Mint Mocktail (low calorie),https://ohsnapmacros.com/wp-content/uploads/2023/12/blueberrymintmocktail-300x300.jpg,7,"[{'amount': '1/3', 'unit': 'cup', 'name': 'fresh blueberries', 'notes': None}, {'amount': '1', 'unit': 'handful', 'name': 'fresh mint leaves', 'notes': None}, {'amount': '1', 'unit': 'tsp.', 'name': 'honey', 'notes': None}, {'amount': '1', 'unit': 'Tbsp.', 'name': 'freshly squeezed lemon juice', 'notes': None}, {'amount': None, 'unit': None, 'name': 'Ice', 'notes': None}, {'amount': '1/4', 'unit': 'cup', 'name': 'coconut water', 'notes': None}, {'amount': '1/4-1/2', 'unit': 'cup', 'name': 'plain sparkling water or seltzer', 'notes': None}]","Add the blueberries, mint, honey, and lemon juice to a tumbler or rocks glass. Muddle with a cocktail muddler or a wooden spoon until the blueberries have begun to release their juices and are mostly broken down. ,Add ice cubes or crushed ice to the blueberry mixture to fill the glass about halfway to three-quarters full. ,Pour the coconut water into the glass then top it off with the sparkling water or seltzer. , you can muddle in a cocktail shaker, then add the coconut water, shake and pour in a glass to avoid blueberry chunks, then top with seltzer. Delicious both ways. ",,,,188.0,5.0,1.0,42710.0,,1.0,64.0,10.0,Blueberry Mint Mocktail,0,0,0,0,0,0,0,0,0,1,0,0
21.0,1.0,2.0,5.0,"Appetizer, Snack",American,"This , is an easy and flavorful dip to make in less then 5 minutes. The tangy flavor of cottage cheese blended with fresh herbs and spices make a healthy ranch dip with so many delicious ways to enjoy. Serve with fresh vegetables, pita chips or make into a creamy dressing. ",,,Easy Cottage Cheese Ranch Dip,https://ohsnapmacros.com/wp-content/uploads/2024/06/cottagecheeseranch-300x300.jpg,8,"[{'amount': '1.5 ', 'unit': 'cup', 'name': 'low-fat cottage cheese', 'notes': 'strain water if needed*'}, {'amount': '1/2', 'unit': 'cup', 'name': 'chicken bone broth', 'notes': None}, {'amount': '1', 'unit': 'tsp.', 'name': 'garlic powder', 'notes': None}, {'amount': '1', 'unit': 'tsp.', 'name': 'onion powder', 'notes': None}, {'amount': '1', 'unit': 'tsp.', 'name': 'dried parsley ', 'notes': None}, {'amount': '1', 'unit': 'tsp.', 'name': 'dried dill', 'notes': None}, {'amount': '1/2', 'unit': 'tsp.', 'name': 'salt', 'notes': None}, {'amount': None, 'unit': None, 'name': 'fresh cracked black pepper', 'notes': None}]",Put everything in a blender and blend until smooth. You will want to be sure to blend at LEAST 5 minutes to ensure the cottage cheese breaks down completely and leaves no chalkiness. ,,,,23.0,2.0,3.0,48583.0,,14.0,154.0,,Cottage Cheese Ranch Dip,0,0,0,0,0,0,0,0,0,1,0,0
74.0,,42.0,45.0,"Appetizer, Main Course",American,"These oven baked , are made with a homemade Cajun seasoning and dry ranch mix, and are the easiest way to make juicy wings. Crispy and full of spicy flavors, these awesome wings are perfect for a big game, parties or simple snacking. Serve with French fries or with your favorite dipping sauce for a complete spread.",5.0,,Dry Rub Oven Baked Crispy Cajun Ranch Wings,https://ohsnapmacros.com/wp-content/uploads/2024/05/cajunranchwings-14-300x300.jpg,11,"[{'amount': '2', 'unit': 'lbs.', 'name': 'wings (drumlettes and winglettes)', 'notes': None}, {'amount': '1', 'unit': 'Tbsp.', 'name': 'baking powder', 'notes': None}, {'amount': '1.5', 'unit': 'Tbsp.', 'name': 'Cajun seasoning', 'notes': '2 Tbsp. for added heat'}, {'amount': '1.5', 'unit': 'Tbsp.', 'name': None, 'notes': None}, {'amount': '3', 'unit': 'Tbsp.', 'name': 'smoked paprika', 'notes': None}, {'amount': '1.5', 'unit': 'Tbsp.', 'name': 'salt', 'notes': None}, {'amount': '2', 'unit': 'Tbsp.', 'name': 'garlic powder', 'notes': None}, {'amount': '1', 'unit': 'Tbsp.', 'name': 'onion powder', 'notes': None}, {'amount': '1', 'unit': 'Tbsp.', 'name': 'dried oregano ', 'notes': None}, {'amount': '1', 'unit': 'Tbsp.', 'name': 'cayenne pepper', 'notes': None}, {'amount': '1', 'unit': 'tsp.', 'name': 'black pepper', 'notes': None}]","Preheat the oven to 400 degrees Fahrenheit and line a baking sheet with foil. Spray with nonstick spray to keep the wings from sticking to the foil. ,Pat the wings dry with paper towels and add to a large mixing bowl or ziplock bag. Add the baking powder to the bag, seal and shake or mix in the bowl to evenly coat. Do not skip this part, this helps make the wings extra crispy. ,Add 1.5 Tbsp. cajun seasoning and 1.5 Tbsp. dry ranch seasoning to the bag or bowl and shake or mix to evenly coat the wings.,Place the wings on the baking sheet without overlapping. Bake for 45 minutes. Flip halfway through baking. (Optional: Lightly spray the top of the wings with avocado oil or olive oil spray before baking.),Remove from the oven and enjoy your dry rub ribs alone or dipped in ranch dressing.",1.0,,2.0,137.0,5.0,7.0,45123.0,1.0,24.0,113.0,,Dry Rubbed Wings,0,0,0,0,0,0,0,0,0,1,0,0
206.0,42.0,2.0,,Side Dish,American,"This , is just what you need for your next summer barbecue. Tender potatoes, crunchy veggies with a flavorful and creamy sauce, this easy to make recipe can be a light lunch or tasty addition to your party table. ",2.0,2.0,Greek Yogurt Potato Salad,https://ohsnapmacros.com/wp-content/uploads/2023/06/healthypotatosalad-1-300x300.jpg,13,"[{'amount': '3', 'unit': 'lbs.', 'name': 'petite gold potatoes', 'notes': None}, {'amount': '1', 'unit': 'cup', 'name': 'non-fat plain 0% Greek yogurt', 'notes': '226g'}, {'amount': '1.5', 'unit': 'Tbsp.', 'name': 'dijon mustard', 'notes': None}, {'amount': '1.5 ', 'unit': 'Tbsp.', 'name': 'apple cider vinegar ', 'notes': None}, {'amount': '1', 'unit': 'Tbsp.', 'name': 'olive oil', 'notes': None}, {'amount': '1', 'unit': 'tsp.', 'name': 'celery seed', 'notes': None}, {'amount': '2', 'unit': 'cloves', 'name': 'garlic', 'notes': 'minced'}, {'amount': '1', 'unit': 'Tbsp.', 'name': 'fresh chives', 'notes': None}, {'amount': '1', 'unit': 'tsp.', 'name': 'dried dill', 'notes': None}, {'amount': '1', 'unit': 'spear', 'name': 'dill pickles ', 'notes': 'chopped 35g'}, {'amount': '1', 'unit': 'tsp.', 'name': 'dill pickle juice', 'notes': None}, {'amount': '2', 'unit': 'Tbsp.', 'name': 'red onion ', 'notes': 'chopped'}, {'amount': None, 'unit': None, 'name': 'salt and pepper', 'notes': 'to taste'}]","First, chop the potatoes into quarters or smaller if using larger potatoes. You want to have bite size pieces. Place the chopped potatoes in a pot and fill with water to cover. Season the water generously with salt and bring to a boil. Boil the potatoes for 6-8 minutes until they’re fork tender but not mashed potato soft.,Once the potatoes are done strain them in a strainer and let them sit until completely cooled.,In a bowl, combine the remaining ingredients to make the sauce. Mix together well to combine and adjust the flavor with salt and pepper as needed.,Add the cooled potatoes to a large mixing bowl and cover with the sauce. Mix to combine. Be gentle when mixing to not smash the potatoes. Cover with a lid or plastic wrap and place in the fridge for at least one hour prior to serving.,Remove from the fridge and serve.",,to taste,,1037.0,10.0,8.0,30879.0,,8.0,133.0,2.0,Greek Yogurt Potato Salad,0,0,0,0,0,0,0,0,0,1,0,0
